D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_04_423.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_04_423.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_04_423.jpg, 0, 0, 0, 7.750079E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_04_526.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_04_526.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_04_526.jpg, 0, 0, 0, 7.827648E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_04_629.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_04_629.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_04_629.jpg, 0, 0, 0, 7.836592E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_04_731.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_04_731.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_04_731.jpg, 0, 0, 0, 7.819243E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_04_833.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_04_833.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_04_833.jpg, 0, 0, 0, 8.087287E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_04_933.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_04_933.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_04_933.jpg, 0, 0, 0, 7.833242E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_035.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_035.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_035.jpg, 0, 0, 0, 8.153572E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_138.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_138.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_138.jpg, 0, 0, 0, 8.06817E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_240.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_240.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_240.jpg, 0, 0, 0, 7.887062E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_341.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_341.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_341.jpg, 0, 0, 0, 7.773539E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_442.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_442.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_442.jpg, 0, 0, 0, 7.764592E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_544.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_544.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_544.jpg, 0, 0, 0, 7.808338E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_647.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_647.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_647.jpg, 0, 0, 0, 8.277999E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_748.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_748.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_748.jpg, 0, 0, 0, 8.099328E-05
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_851.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_851.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_851.jpg, 0, 0.1390416, 0, 0.08219904
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_05_951.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_05_951.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_05_951.jpg, 0, 0.4420914, 0, 0.4563464
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_054.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_054.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_054.jpg, 0, 0.7432691, 0, 1.151132
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_157.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_157.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_157.jpg, 0, 1, 0, 2.48526
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_259.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_259.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_259.jpg, 0, 1, 0, 3.657405
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_360.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_360.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_360.jpg, 0, 1, 0, 4.82805
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_463.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_463.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_463.jpg, 0, 1, 0, 5.985743
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_565.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_565.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_565.jpg, 0, 1, 0, 7.132248
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_667.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_667.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_667.jpg, 0, 1, 0, 8.26763
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_768.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_768.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_768.jpg, 0, 1, 0, 9.391964
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_867.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_867.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_867.jpg, 0, 1, 0, 10.50528
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_06_970.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_06_970.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_06_970.jpg, 0, 1, 0, 11.70596
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_07_071.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_07_071.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_07_071.jpg, 0, 1, 0, 12.68311
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_07_173.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_07_173.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_07_173.jpg, 0, 1, 0, 13.84423
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_07_275.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_07_275.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_07_275.jpg, 0, 1, 0, 14.76382
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_07_376.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_07_376.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_07_376.jpg, 0, 1, 0, 16.09
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_07_478.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_07_478.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_07_478.jpg, 0, 1, 0, 17.17292
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_07_580.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_07_580.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_07_580.jpg, -0.2617218, 1, 0, 18.17067
D:\Autonomous car\Data\IMG\center_2024_06_03_11_29_07_680.jpg, D:\Autonomous car\Data\IMG\left_2024_06_03_11_29_07_680.jpg, D:\Autonomous car\Data\IMG\right_2024_06_03_11_29_07_680.jpg, -0.5640362, 1, 0, 19.05878
